type,step,episode_reward,mean_episode_fC,actor_loss,critic_loss,eval_reward,eval_mean_fC
train_episode,150,2.7199198404850904,0.014830525716145833,,,,
train_episode,300,2.765024821041152,0.015055338541666666,,,,
train_episode,450,2.695393880130723,0.014654337565104167,,,,
train_episode,600,2.5261637369694654,0.013528849283854167,,,,
train_episode,750,2.6346537275239825,0.014230550130208333,,,,
train_episode,900,2.805959065735806,0.015338134765625,,,,
train_episode,1050,2.8481750492937863,0.015632527669270833,,,,
train_episode,1200,2.6495361328125,0.014321695963541667,,,,
train_episode,1350,2.651713052910054,0.014348551432291667,,,,
train_episode,1500,2.7294718422926962,0.014840291341145834,,,,
train_episode,1650,2.869323730621545,0.0158026123046875,,,,
train_episode,1800,4.557932513882406,0.027079264322916668,,,,
train_episode,1950,3.5958150232036132,0.020627644856770832,,,,
train_episode,2100,4.261932371649891,0.025082194010416666,,,,
train_episode,2250,20.397430285811424,0.13312886555989584,,,,
train_episode,2400,3.651774097699672,0.020996500651041666,,,,
train_episode,2550,23.475484021008015,0.15431905110677083,,,,
train_episode,2700,38.97948199510574,0.25827189127604167,,,,
train_episode,2850,65.43344134092331,0.4354066975911458,,,,
train_episode,3000,66.35393263399601,0.4411138916015625,,,,
train_episode,3150,62.98479238152504,0.41849365234375,,,,
train_episode,3300,62.05533865094185,0.4125590006510417,,,,
train_episode,3450,63.84043410420418,0.42463887532552086,,,,
train_episode,3600,62.63300582766533,0.4163494873046875,,,,
train_episode,3750,61.37512215971947,0.407861328125,,,,
train_episode,3900,59.323028564453125,0.39429158528645836,,,,
train_episode,4050,59.14027917385101,0.392899169921875,,,,
train_episode,4200,60.10261058807373,0.39934366861979165,,,,
train_episode,4350,56.856272876262665,0.377550048828125,,,,
train_episode,4500,58.782267570495605,0.39044514973958333,,,,
train_episode,4650,58.80608117580414,0.3906103515625,,,,
train_episode,4800,58.317779898643494,0.38725931803385416,,,,
train_episode,4950,56.89477562904358,0.3777870686848958,,,,
train_episode,5100,57.68385860323906,0.3832049560546875,,,,
train_episode,5250,58.05837032198906,0.38562581380208333,,,,
train_episode,5400,59.91632091999054,0.39799662272135417,,,,
train_episode,5550,58.945485949516296,0.3914870198567708,,,,
train_episode,5700,59.22031709551811,0.3933414713541667,,,,
train_episode,5850,60.89862102270126,0.40455322265625,,,,
train_episode,6000,61.808522909879684,0.41067362467447915,,,,
eval,6000,,,,,23.867447916666663,0.15596223958333333
train_episode,6150,58.91160145401955,0.5533390299479166,,,,
train_episode,6300,61.646789997816086,0.40965901692708334,,,,
train_episode,6450,62.43433681130409,0.4149224853515625,,,,
train_episode,6600,60.10846996307373,0.399288330078125,,,,
train_episode,6750,61.38703462481499,0.4079060872395833,,,,
train_episode,6900,61.483317732810974,0.4085459391276042,,,,
train_episode,7050,61.83270302414894,0.4108624267578125,,,,
train_episode,7200,63.08781975507736,0.41927001953125,,,,
train_episode,7350,63.549937069416046,0.42242818196614584,,,,
train_episode,7500,63.354950457811356,0.4210687255859375,,,,
train_episode,7650,63.308380633592606,0.4207684326171875,,,,
train_episode,7800,63.73873960971832,0.42371744791666666,,,,
train_episode,7950,63.01412007212639,0.41883280436197917,,,,
train_episode,8100,63.787191063165665,0.42404805501302084,,,,
train_episode,8250,64.51517802476883,0.4288677978515625,,,,
train_episode,8400,62.137553215026855,0.413046875,,,,
train_episode,8550,62.87835747003555,0.417984619140625,,,,
train_episode,8700,64.0598249733448,0.42587483723958336,,,,
train_episode,8850,63.2694094479084,0.42054300944010414,,,,
train_episode,9000,63.88165298104286,0.4247566731770833,,,,
train_episode,9150,62.84204152226448,0.4177032470703125,,,,
train_episode,9300,64.42174339294434,0.4282867431640625,,,,
train_episode,9450,63.01400810480118,0.418961181640625,,,,
train_episode,9600,63.20469215512276,0.4201230875651042,,,,
train_episode,9750,62.24042850732803,0.4137310791015625,,,,
train_episode,9900,62.418935507535934,0.4149267578125,,,,
train_episode,10050,63.46383714675903,0.4218831380208333,,,,
train_episode,10200,62.61154240369797,0.4161606852213542,,,,
train_episode,10350,63.4705613553524,0.42195271809895835,,,,
train_episode,10500,63.13298609852791,0.419725341796875,,,,
train_episode,10650,64.60056605935097,0.42954813639322914,,,,
train_episode,10800,62.31736275553703,0.41419921875,,,,
train_episode,10950,63.05336570739746,0.4191941324869792,,,,
train_episode,11100,63.329875230789185,0.42104268391927085,,,,
train_episode,11250,62.75480189919472,0.4170867919921875,,,,
train_episode,11400,61.97422334551811,0.4119635009765625,,,,
train_episode,11550,62.40213096141815,0.41483500162760417,,,,
train_episode,11700,62.807434648275375,0.417567138671875,,,,
train_episode,11850,60.848867028951645,0.40433349609375,,,,
train_episode,12000,62.275940507650375,0.41397013346354167,,,,
eval,12000,,,,,3.8799479166666666,0.02246484375
train_episode,12150,64.64708516001701,0.45364481608072915,,,,
train_episode,12300,62.536122828722,0.41570943196614585,,,,
train_episode,12450,61.06963121891022,0.40594482421875,,,,
train_episode,12600,59.90048271417618,0.39806640625,,,,
train_episode,12750,58.51539149880409,0.38875691731770834,,,,
train_episode,12900,61.459361135959625,0.40854207356770833,,,,
train_episode,13050,59.213125079870224,0.3935205078125,,,,
train_episode,13200,59.447530537843704,0.39509379069010414,,,,
train_episode,13350,60.50355076789856,0.4020815022786458,,,,
train_episode,13500,61.34982344508171,0.40785624186197916,,,,
train_episode,13650,63.54509526491165,0.4224601236979167,,,,
train_episode,13800,61.51508617401123,0.40894144694010415,,,,
train_episode,13950,63.267690509557724,0.42060546875,,,,
train_episode,14100,62.20381712913513,0.41348103841145833,,,,
train_episode,14250,63.92968791723251,0.4250258382161458,,,,
train_episode,14400,63.73343953490257,0.4236726888020833,,,,
train_episode,14550,62.66640257835388,0.416566162109375,,,,
train_episode,14700,63.23966509103775,0.420374755859375,,,,
train_episode,14850,62.900503277778625,0.4180959065755208,,,,
train_episode,15000,62.59226515889168,0.41605692545572914,,,,
train_episode,15150,63.850047171115875,0.42441630045572915,,,,
train_episode,15300,62.46248435974121,0.41512410481770834,,,,
train_episode,15450,62.989715963602066,0.41860270182291665,,,,
train_episode,15600,63.407461017370224,0.4214046223958333,,,,
train_episode,15750,64.66833534836769,0.42985860188802083,,,,
train_episode,15900,63.12745222449303,0.41961568196614585,,,,
train_episode,16050,62.681132435798645,0.4164544677734375,,,,
train_episode,16200,62.95733663439751,0.41836751302083336,,,,
train_episode,16350,64.79058876633644,0.43065266927083334,,,,
train_episode,16500,63.32787108421326,0.42093282063802084,,,,
train_episode,16650,65.19053190946579,0.4333601888020833,,,,
train_episode,16800,64.5477806031704,0.4290004475911458,,,,
train_episode,16950,64.93919885158539,0.4316351318359375,,,,
train_episode,17100,65.90945449471474,0.4381309000651042,,,,
train_episode,17250,67.12219268083572,0.446259765625,,,,
train_episode,17400,66.58078023791313,0.44261067708333335,,,,
train_episode,17550,66.15334078669548,0.43972086588541665,,,,
train_episode,17700,67.66438800096512,0.4498846435546875,,,,
train_episode,17850,67.39016708731651,0.44805074055989585,,,,
train_episode,18000,67.71573862433434,0.45029276529947915,,,,
eval,18000,,,,,4.683658854166667,0.02783333333333333
train_episode,18150,68.94928014278412,0.47499409993489583,,,,
train_episode,18300,69.27284708619118,0.46061136881510417,,,,
train_episode,18450,68.92204800248146,0.4582059733072917,,,,
train_episode,18600,68.14059457182884,0.45302388509114583,,,,
train_episode,18750,69.11774668097496,0.45959391276041667,,,,
train_episode,18900,69.37713581323624,0.4613055419921875,,,,
train_episode,19050,70.02322429418564,0.46557027180989585,,,,
train_episode,19200,69.10262045264244,0.4594801839192708,,,,
train_episode,19350,68.50550311803818,0.45545166015625,,,,
train_episode,19500,69.75231927633286,0.4637782796223958,,,,
train_episode,19650,69.3758852481842,0.46131062825520835,,,,
